http://www.bluenote.co.jp/jp/atom.xml,[B] BlueNoteTokyo
http://www.cottonclubjapan.co.jp/jp/index.rdf,[C] CottonClub
http://www.motionblue.co.jp/atom.xml,[M] MotionBlueYokohama
